School Year,County Number,County Name,District Number,District Name,School Number,School Name,School Code,State School Id,NCES ID,CO-OP,CO-OP Code,School Type,Teacher Count,Total New Teachers With 1 3 Years Experience,Percent Of Teachers With 1 3 Years Experience,Total New Teachers With Less Than 1 Year Experience,Percent Of Teachers With Less Than 1 Year Experience
20232024,,,999,All Districts,,All Schools,999000,,,,,,40598,"6,291",15.50,"2,339",5.80
20232024,001,ADAIR,001,Adair County,,All Schools,001000,,,GRREC,902,,168,28,16.70,8,4.80
20232024,001,ADAIR,001,Adair County,010,Adair County High School,001010,001001010,210003000001,GRREC,902,A1,55,6,10.90,2,3.60
20232024,001,ADAIR,001,Adair County,012,Adair Learning Academy,001012,001001012,210003001913,GRREC,902,A6,4,0,0.00,0,0.00
20232024,001,ADAIR,001,Adair County,014,Adair County Middle School,001014,001001014,210003001919,GRREC,902,A1,38,9,23.70,1,2.60
20232024,001,ADAIR,001,Adair County,016,Adair County Elementary School,001016,001001016,210003002021,GRREC,902,A1,34,3,8.80,2,5.90
20232024,001,ADAIR,001,Adair County,020,Adair County Primary Center,001020,001001020,210003002345,GRREC,902,A1,37,10,27.00,3,8.10
20232024,002,ALLEN,005,Allen County,,All Schools,005000,,,GRREC,902,,159,25,15.70,10,6.30
20232024,002,ALLEN,005,Allen County,010,Allen County Primary Center,005010,002005010,210007000008,GRREC,902,A1,50,10,20.00,4,8.00
20232024,002,ALLEN,005,Allen County,015,James E Bazzell Middle School,005015,002005015,210007000009,GRREC,902,A1,26,3,11.50,2,7.70
20232024,002,ALLEN,005,Allen County,020,Allen County-Scottsville High School,005020,002005020,210007000010,GRREC,902,A1,53,7,13.20,4,7.50
20232024,002,ALLEN,005,Allen County,025,Patriot Academy,005025,002005025,210007002535,GRREC,902,A5,4,0,0.00,0,0.00
20232024,002,ALLEN,005,Allen County,060,Allen County Intermediate Center,005060,002005060,210007000013,GRREC,902,A1,26,5,19.20,0,0.00
20232024,056,JEFFERSON,006,Anchorage Independent,,All Schools,006000,,,OVEC,906,,36,1,2.80,1,2.80
20232024,056,JEFFERSON,006,Anchorage Independent,010,Anchorage Independent Public School,006010,056006010,210009000014,OVEC,906,A1,36,1,2.80,1,2.80
20232024,003,ANDERSON,011,Anderson County,,All Schools,011000,,,CKEC,901,,199,36,18.10,16,8.00
20232024,003,ANDERSON,011,Anderson County,020,Anderson County High School,011020,003011020,210012000016,CKEC,901,A1,69,9,13.00,3,4.30
20232024,003,ANDERSON,011,Anderson County,022,Robert B. Turner Elementary School,011022,003011022,210012001955,CKEC,901,A1,26,7,26.90,0,0.00
20232024,003,ANDERSON,011,Anderson County,025,Anderson County Middle School,011025,003011025,210012000017,CKEC,901,A1,42,7,16.70,5,11.90
20232024,003,ANDERSON,011,Anderson County,050,Saffell Street Elementary School,011050,003011050,210012000018,CKEC,901,A1,23,6,26.10,4,17.40
20232024,003,ANDERSON,011,Anderson County,110,Emma B. Ward Elementary School,011110,003011110,210012000021,CKEC,901,A1,23,3,13.00,2,8.70
20232024,003,ANDERSON,011,Anderson County,120,Ezra Sparrow Early Childhood Center,011120,003011120,210012001298,CKEC,901,A1,16,4,25.00,2,12.50
20232024,010,BOYD,012,Ashland Independent,,All Schools,012000,,,KEDC,903,,215,38,17.70,15,7.00
20232024,010,BOYD,012,Ashland Independent,005,Ashland Alternative School,012005,010012005,210015002487,KEDC,903,A5,2,0,0.00,0,0.00
20232024,010,BOYD,012,Ashland Independent,010,Paul G. Blazer High School,012010,010012010,210015000022,KEDC,903,A1,62,9,14.50,1,1.60
20232024,010,BOYD,012,Ashland Independent,012,Ashland Head Start,012012,010012012,210015002023,KEDC,903,A4,10,2,20.00,3,30.00
20232024,010,BOYD,012,Ashland Independent,050,Ashland Middle School,012050,010012050,210015000023,KEDC,903,A1,50,8,16.00,7,14.00
20232024,010,BOYD,012,Ashland Independent,070,Crabbe Elementary School,012070,010012070,210015000025,KEDC,903,A1,19,4,21.10,1,5.30
20232024,010,BOYD,012,Ashland Independent,080,Hager Elementary School,012080,010012080,210015000026,KEDC,903,A1,20,6,30.00,2,10.00
20232024,010,BOYD,012,Ashland Independent,100,Oakview Elementary School,012100,010012100,210015000028,KEDC,903,A1,17,2,11.80,1,5.90
20232024,010,BOYD,012,Ashland Independent,110,Poage Elementary School,012110,010012110,210015000029,KEDC,903,A1,17,4,23.50,0,0.00
20232024,010,BOYD,012,Ashland Independent,130,Charles Russell Elementary School,012130,010012130,210015000031,KEDC,903,A1,18,3,16.70,0,0.00
20232024,012,BRACKEN,013,Augusta Independent,,All Schools,013000,,,KEDC,903,,25,3,12.00,2,8.00
20232024,012,BRACKEN,013,Augusta Independent,011,Augusta Independent School,013011,012013011,210018001968,KEDC,903,A1,25,3,12.00,2,8.00
20232024,004,BALLARD,015,Ballard County,,All Schools,015000,,,WKEC,908,,77,12,15.60,4,5.20
20232024,004,BALLARD,015,Ballard County,005,Ballard County Middle School,015005,004015005,210021000035,WKEC,908,A1,21,3,14.30,0,0.00
20232024,004,BALLARD,015,Ballard County,010,Ballard Memorial High School,015010,004015010,210021000036,WKEC,908,A1,23,3,13.00,1,4.30
20232024,004,BALLARD,015,Ballard County,050,Ballard County Elementary School,015050,004015050,210021000356,WKEC,908,A1,28,4,14.30,3,10.70
20232024,004,BALLARD,015,Ballard County,070,Ballard Co. Preschool/Headstart Center,015070,004015070,210021000040,WKEC,908,A4,5,2,40.00,0,0.00
20232024,061,KNOX,016,Barbourville Independent,,All Schools,016000,,,SESC,907,,43,7,16.30,0,0.00
20232024,061,KNOX,016,Barbourville Independent,011,Barbourville City School,016011,061016011,210024001969,SESC,907,A1,42,7,16.70,0,0.00
20232024,061,KNOX,016,Barbourville Independent,015,Barbourville Learning Center,016015,061016015,210024002542,SESC,907,A5,1,0,0.00,0,0.00
20232024,090,NELSON,017,Bardstown Independent,,All Schools,017000,,,CKEC,901,,182,20,11.00,5,2.70
20232024,090,NELSON,017,Bardstown Independent,005,Bardstown Alternative School,017005,090017005,210027002359,CKEC,901,A5,9,0,0.00,0,0.00
20232024,090,NELSON,017,Bardstown Independent,009,Bardstown Early Childhood Center,017009,090017009,210027002222,CKEC,901,A4,11,2,18.20,1,9.10
20232024,090,NELSON,017,Bardstown Independent,010,Bardstown Elementary School,017010,090017010,210027000044,CKEC,901,A1,44,5,11.40,0,0.00
20232024,090,NELSON,017,Bardstown Independent,012,Bardstown Primary School,017012,090017012,210027002050,CKEC,901,A1,21,4,19.00,0,0.00
20232024,090,NELSON,017,Bardstown Independent,020,Bardstown High School,017020,090017020,210027000045,CKEC,901,A1,58,5,8.60,3,5.20
20232024,090,NELSON,017,Bardstown Independent,030,Bardstown Middle School,017030,090017030,210027000046,CKEC,901,A1,39,4,10.30,1,2.60
20232024,005,BARREN,021,Barren County,,All Schools,021000,,,GRREC,902,,318,60,18.90,18,5.70
20232024,005,BARREN,021,Barren County,010,Austin Tracy Elementary School,021010,005021010,210030000047,GRREC,902,A1,15,6,40.00,0,0.00
20232024,005,BARREN,021,Barren County,011,College Street Campus,021011,005021011,210030001303,GRREC,902,A5,9,0,0.00,0,0.00
20232024,005,BARREN,021,Barren County,012,BAVEL,021012,005021012,210030001970,GRREC,902,A8,28,3,10.70,0,0.00
20232024,005,BARREN,021,Barren County,014,North Jackson Elementary,021014,005021014,210030002232,GRREC,902,A1,28,6,21.40,2,7.10
20232024,005,BARREN,021,Barren County,027,Barren County High School,021027,005021027,210030000048,GRREC,902,A1,84,19,22.60,7,8.30
20232024,005,BARREN,021,Barren County,035,Eastern Elementary School,021035,005021035,210030000049,GRREC,902,A1,26,5,19.20,0,0.00
20232024,005,BARREN,021,Barren County,050,Barren County Middle School,021050,005021050,210030000607,GRREC,902,A1,40,3,7.50,5,12.50
20232024,005,BARREN,021,Barren County,080,Hiseville Elementary School,021080,005021080,210030000050,GRREC,902,A1,16,2,12.50,1,6.30
20232024,005,BARREN,021,Barren County,130,Park City Elementary School,021130,005021130,210030000051,GRREC,902,A1,20,5,25.00,3,15.00
20232024,005,BARREN,021,Barren County,150,Red Cross Elementary School,021150,005021150,210030000052,GRREC,902,A1,35,7,20.00,0,0.00
20232024,005,BARREN,021,Barren County,180,Temple Hill Elementary School,021180,005021180,210030000053,GRREC,902,A1,17,4,23.50,0,0.00
20232024,006,BATH,025,Bath County,,All Schools,025000,,,KEDC,903,,120,18,15.00,10,8.30
20232024,006,BATH,025,Bath County,012,Second Chance Academy,025012,006025012,210033002335,KEDC,903,A5,2,0,0.00,1,50.00
20232024,006,BATH,025,Bath County,014,Crossroads Elementary School,025014,006025014,210033002223,KEDC,903,A1,24,4,16.70,1,4.20
20232024,006,BATH,025,Bath County,020,Bath County Middle School,025020,006025020,210033001606,KEDC,903,A1,24,4,16.70,3,12.50
20232024,006,BATH,025,Bath County,030,Owingsville Elementary School,025030,006025030,210033000056,KEDC,903,A1,29,6,20.70,2,6.90
20232024,006,BATH,025,Bath County,040,Bath County High School,025040,006025040,210033000057,KEDC,903,A1,41,4,9.80,3,7.30
20232024,059,KENTON,026,Beechwood Independent,,All Schools,026000,,,NKCES,905,,87,8,9.20,4,4.60
20232024,059,KENTON,026,Beechwood Independent,010,Beechwood Elementary School,026010,059026010,210036000059,NKCES,905,A1,38,3,7.90,1,2.60
20232024,059,KENTON,026,Beechwood Independent,020,Beechwood High School,026020,059026020,210036000060,NKCES,905,A1,46,5,10.90,3,6.50
20232024,059,KENTON,026,Beechwood Independent,420,Guardian Angel,026420,059026420,210036002409,NKCES,905,A6,3,0,0.00,0,0.00
20232024,007,BELL,031,Bell County,,All Schools,031000,,,SESC,907,,127,15,11.80,6,4.70
20232024,007,BELL,031,Bell County,012,Bell Central School Center,031012,007031012,210039001881,SESC,907,A1,30,3,10.00,2,6.70
20232024,007,BELL,031,Bell County,013,Page School Center,031013,007031013,210039001882,SESC,907,A1,2,0,0.00,0,0.00
20232024,007,BELL,031,Bell County,040,Bell County High School,031040,007031040,210039000062,SESC,907,A1,39,3,7.70,2,5.10
20232024,007,BELL,031,Bell County,180,Frakes School Center,031180,007031180,210039000067,SESC,907,A1,11,1,9.10,1,9.10
20232024,007,BELL,031,Bell County,250,Lone Jack School Center,031250,007031250,210039000068,SESC,907,A1,15,5,33.30,0,0.00
20232024,007,BELL,031,Bell County,345,Right Fork School Center,031345,007031345,210039000072,SESC,907,A1,13,0,0.00,1,7.70
20232024,007,BELL,031,Bell County,390,Yellow Creek School Center,031390,007031390,210039000074,SESC,907,A1,17,3,17.60,0,0.00
20232024,019,CAMPBELL,032,Bellevue Independent,,All Schools,032000,,,NKCES,905,,42,14,33.30,4,9.50
20232024,019,CAMPBELL,032,Bellevue Independent,010,Bellevue High School,032010,019032010,210042000075,NKCES,905,A1,26,6,23.10,3,11.50
20232024,019,CAMPBELL,032,Bellevue Independent,020,Grandview Elementary School,032020,019032020,210042000076,NKCES,905,A1,16,8,50.00,1,6.30
20232024,073,MADISON,034,Berea Independent,,All Schools,034000,,,SESC,907,,75,10,13.30,5,6.70
20232024,073,MADISON,034,Berea Independent,010,Berea Community Elementary School,034010,073034010,210048000077,SESC,907,A1,24,4,16.70,4,16.70
20232024,073,MADISON,034,Berea Independent,015,Berea Community Middle School,034015,073034015,210048001658,SESC,907,A1,21,4,19.00,0,0.00
20232024,073,MADISON,034,Berea Independent,020,Berea Community High School,034020,073034020,210048000078,SESC,907,A1,30,2,6.70,1,3.30
20232024,008,BOONE,035,Boone County,,All Schools,035000,,,NKCES,905,,1262,151,12.00,41,3.20
20232024,008,BOONE,035,Boone County,005,A M Yealey Elementary School,035005,008035005,210051000079,NKCES,905,A1,32,4,12.50,2,6.30
20232024,008,BOONE,035,Boone County,006,Erpenbeck Elementary School,035006,008035006,210051001710,NKCES,905,A1,38,1,2.60,0,0.00
20232024,008,BOONE,035,Boone County,008,North Pointe Elementary School,035008,008035008,210051001883,NKCES,905,A1,28,0,0.00,1,3.60
20232024,008,BOONE,035,Boone County,010,Camp Ernst Middle School,035010,008035010,210051001971,NKCES,905,A1,49,4,8.20,0,0.00
20232024,008,BOONE,035,Boone County,011,Shirley Mann Elementary School,035011,008035011,210051002022,NKCES,905,A1,45,3,6.70,0,0.00
20232024,008,BOONE,035,Boone County,012,Thornwilde Elementary School,035012,008035012,210051002290,NKCES,905,A1,39,2,5.10,1,2.60
20232024,008,BOONE,035,Boone County,015,Randall K. Cooper High School,035015,008035015,210051002206,NKCES,905,A1,82,8,9.80,4,4.90
20232024,008,BOONE,035,Boone County,017,Longbranch Elementary School,035017,008035017,210051002245,NKCES,905,A1,45,2,4.40,1,2.20
20232024,008,BOONE,035,Boone County,018,Steeplechase Elementary School,035018,008035018,210051002522,NKCES,905,A1,35,6,17.10,2,5.70
20232024,008,BOONE,035,Boone County,020,Rector A. Jones Middle School,035020,008035020,210051000080,NKCES,905,A1,51,20,39.20,7,13.70
20232024,008,BOONE,035,Boone County,025,Ballyshannon Middle School,035025,008035025,210051002460,NKCES,905,A1,43,8,18.60,1,2.30
20232024,008,BOONE,035,Boone County,030,Boone County High School,035030,008035030,210051000081,NKCES,905,A1,84,15,17.90,3,3.60
20232024,008,BOONE,035,Boone County,040,Burlington Elementary School,035040,008035040,210051000082,NKCES,905,A1,38,0,0.00,0,0.00
20232024,008,BOONE,035,Boone County,041,Charles H. Kelly Elementary School,035041,008035041,210051001519,NKCES,905,A1,21,0,0.00,0,0.00
20232024,008,BOONE,035,Boone County,043,Conner Middle School,035043,008035043,210051000083,NKCES,905,A1,58,2,3.40,0,0.00
20232024,008,BOONE,035,Boone County,045,Conner High School,035045,008035045,210051000084,NKCES,905,A1,81,12,14.80,5,6.20
20232024,008,BOONE,035,Boone County,050,Florence Elementary School,035050,008035050,210051000085,NKCES,905,A1,35,12,34.30,2,5.70
20232024,008,BOONE,035,Boone County,055,Chester Goodridge Elementary School,035055,008035055,210051000086,NKCES,905,A1,31,4,12.90,1,3.20
20232024,008,BOONE,035,Boone County,065,Hillard Collins Elementary School,035065,008035065,210051001608,NKCES,905,A1,36,14,38.90,2,5.60
20232024,008,BOONE,035,Boone County,071,Larry A. Ryle High School,035071,008035071,210051000011,NKCES,905,A1,108,4,3.70,4,3.70
20232024,008,BOONE,035,Boone County,075,Gray Middle School,035075,008035075,210051000638,NKCES,905,A1,64,5,7.80,1,1.60
20232024,008,BOONE,035,Boone County,080,New Haven Elementary School,035080,008035080,210051000088,NKCES,905,A1,39,1,2.60,0,0.00
20232024,008,BOONE,035,Boone County,081,Ockerman Elementary School,035081,008035081,210051000089,NKCES,905,A1,44,10,22.70,1,2.30
20232024,008,BOONE,035,Boone County,083,Stephens Elementary School,035083,008035083,210051001695,NKCES,905,A1,33,3,9.10,1,3.00
20232024,008,BOONE,035,Boone County,085,Ockerman Middle School,035085,008035085,210051000090,NKCES,905,A1,42,5,11.90,2,4.80
20232024,008,BOONE,035,Boone County,135,ACCEL Academy,035135,008035135,210051002523,NKCES,905,A5,5,0,0.00,0,0.00
20232024,008,BOONE,035,Boone County,160,Ignite Institute,035160,008035160,210051002536,NKCES,905,A2,42,5,11.90,0,0.00
20232024,008,BOONE,035,Boone County,170,RISE Academy,035170,008035170,210051002266,NKCES,905,A5,14,1,7.10,0,0.00
20232024,009,BOURBON,041,Bourbon County,,All Schools,041000,,,CKEC,901,,161,36,22.40,18,11.20
20232024,009,BOURBON,041,Bourbon County,010,Bourbon Central Elementary School,041010,009041010,210054001576,CKEC,901,A1,24,3,12.50,3,12.50
20232024,009,BOURBON,041,Bourbon County,011,Bourbon County Preschool Headstart,041011,009041011,210054002054,CKEC,901,A4,8,3,37.50,0,0.00
20232024,009,BOURBON,041,Bourbon County,030,Cane Ridge Elementary School,041030,009041030,210054000024,CKEC,901,A1,32,7,21.90,3,9.40
20232024,009,BOURBON,041,Bourbon County,090,North Middletown Elementary School,041090,009041090,210054000096,CKEC,901,A1,8,0,0.00,1,12.50
20232024,009,BOURBON,041,Bourbon County,110,Bourbon County High School,041110,009041110,210054000098,CKEC,901,A1,53,16,30.20,7,13.20
20232024,009,BOURBON,041,Bourbon County,120,Bourbon County Middle School,041120,009041120,210054000099,CKEC,901,A1,36,7,19.40,4,11.10
20232024,114,WARREN,042,Bowling Green Independent,,All Schools,042000,,,GRREC,902,,307,54,17.60,27,8.80
20232024,114,WARREN,042,Bowling Green Independent,010,Dishman McGinnis Elementary School,042010,114042010,210057000100,GRREC,902,A1,24,3,12.50,0,0.00
20232024,114,WARREN,042,Bowling Green Independent,011,Childrens Crisis Stabilization Unit,042011,114042011,210057001830,GRREC,902,A6,1,0,0.00,0,0.00
20232024,114,WARREN,042,Bowling Green Independent,013,Warren Regional Juvenile Detention Ctr,042013,114042013,210057001911,GRREC,902,A6,3,0,0.00,0,0.00
20232024,114,WARREN,042,Bowling Green Independent,057,Parker-Bennett-Curry School,042057,114042057,210057000102,GRREC,902,A1,28,8,28.60,2,7.10
20232024,114,WARREN,042,Bowling Green Independent,060,Potter Gray Elementary,042060,114042060,210057000103,GRREC,902,A1,24,1,4.20,3,12.50
20232024,114,WARREN,042,Bowling Green Independent,065,Bowling Green Junior High,042065,114042065,210057000104,GRREC,902,A1,79,15,19.00,9,11.40
20232024,114,WARREN,042,Bowling Green Independent,070,Bowling Green High School,042070,114042070,210057000105,GRREC,902,A1,92,16,17.40,9,9.80
20232024,114,WARREN,042,Bowling Green Independent,080,T C Cherry Elementary School,042080,114042080,210057000106,GRREC,902,A1,26,6,23.10,3,11.50
20232024,114,WARREN,042,Bowling Green Independent,090,W R McNeill Elementary School,042090,114042090,210057000107,GRREC,902,A1,25,5,20.00,1,4.00
20232024,114,WARREN,042,Bowling Green Independent,098,Bowling Green Learning Center,042098,114042098,210057001696,GRREC,902,A5,5,0,0.00,0,0.00
20232024,010,BOYD,045,Boyd County,,All Schools,045000,,,KEDC,903,,213,39,18.30,12,5.60
20232024,010,BOYD,045,Boyd County,010,Boyd County High School,045010,010045010,210062000108,KEDC,903,A1,59,11,18.60,6,10.20
20232024,010,BOYD,045,Boyd County,020,Cannonsburg Elementary School,045020,010045020,210062000109,KEDC,903,A1,19,2,10.50,3,15.80
20232024,010,BOYD,045,Boyd County,035,Boyd County Middle School,045035,010045035,210062000112,KEDC,903,A1,46,8,17.40,0,0.00
20232024,010,BOYD,045,Boyd County,045,Boyd County Central School,045045,010045045,210062002466,KEDC,903,A5,9,1,11.10,0,0.00
20232024,010,BOYD,045,Boyd County,080,Summit Elementary School,045080,010045080,210062000117,KEDC,903,A1,29,4,13.80,1,3.40
20232024,010,BOYD,045,Boyd County,095,Catlettsburg Elementary School,045095,010045095,210062000118,KEDC,903,A1,18,5,27.80,1,5.60
20232024,010,BOYD,045,Boyd County,097,Ponderosa Elementary School,045097,010045097,210062000030,KEDC,903,A1,19,3,15.80,0,0.00
20232024,010,BOYD,045,Boyd County,198,Boyd Co Early Childhood Academy,045198,010045198,210062001923,KEDC,903,A4,14,5,35.70,1,7.10
20232024,011,BOYLE,051,Boyle County,,All Schools,051000,,,CKEC,901,,183,19,10.40,4,2.20
20232024,011,BOYLE,051,Boyle County,003,Boyle County Middle School,051003,011051003,210063000119,CKEC,901,A1,43,4,9.30,1,2.30
20232024,011,BOYLE,051,Boyle County,004,Boyle County Day Treatment,051004,011051004,210063001713,CKEC,901,A6,2,0,0.00,0,0.00
20232024,011,BOYLE,051,Boyle County,005,Boyle County High School,051005,011051005,210063000120,CKEC,901,A1,56,7,12.50,2,3.60
20232024,011,BOYLE,051,Boyle County,040,Junction City Elementary School,051040,011051040,210063000121,CKEC,901,A1,25,3,12.00,0,0.00
20232024,011,BOYLE,051,Boyle County,050,Woodlawn Elementary School,051050,011051050,210063000122,CKEC,901,A1,38,4,10.50,1,2.60
20232024,011,BOYLE,051,Boyle County,080,Perryville Elementary School,051080,011051080,210063000124,CKEC,901,A1,19,1,5.30,0,0.00
20232024,012,BRACKEN,055,Bracken County,,All Schools,055000,,,NKCES,905,,79,18,22.80,4,5.10
20232024,012,BRACKEN,055,Bracken County,010,Bracken County High School,055010,012055010,210066000125,NKCES,905,A1,24,4,16.70,0,0.00
20232024,012,BRACKEN,055,Bracken County,050,Taylor Elementary School,055050,012055050,210066000128,NKCES,905,A1,31,7,22.60,2,6.50
20232024,012,BRACKEN,055,Bracken County,060,Bracken County Middle School,055060,012055060,210066001560,NKCES,905,A1,24,7,29.20,2,8.30
20232024,013,BREATHITT,061,Breathitt County,,All Schools,061000,,,KVEC,904,,96,23,24.00,11,11.50
20232024,013,BREATHITT,061,Breathitt County,030,Highland-Turner Elementary School,061030,013061030,210069001659,KVEC,904,A1,12,2,16.70,1,8.30
20232024,013,BREATHITT,061,Breathitt County,031,Breathitt Regional School,061031,013061031,210069001623,KVEC,904,A6,2,0,0.00,0,0.00
20232024,013,BREATHITT,061,Breathitt County,033,Breathitt Learning Academy,061033,013061033,210069001842,KVEC,904,A6,2,0,0.00,0,0.00
20232024,013,BREATHITT,061,Breathitt County,035,Breathitt Elementary,061035,013061035,210069002565,KVEC,904,A1,16,4,25.00,2,12.50
20232024,013,BREATHITT,061,Breathitt County,060,Breathitt County High School,061060,013061060,210069000129,KVEC,904,A1,46,10,21.70,5,10.90
20232024,013,BREATHITT,061,Breathitt County,150,Sebastian Elementary School,061150,013061150,210069000132,KVEC,904,A1,18,7,38.90,3,16.70
20232024,014,BRECKINRIDGE,065,Breckinridge County,,All Schools,065000,,,GRREC,902,,158,31,19.60,14,8.90
20232024,014,BRECKINRIDGE,065,Breckinridge County,010,Breckinridge County High School,065010,014065010,210072000137,GRREC,902,A1,46,5,10.90,1,2.20
20232024,014,BRECKINRIDGE,065,Breckinridge County,020,Hardinsburg Elementary School,065020,014065020,210072000138,GRREC,902,A1,29,5,17.20,2,6.90
20232024,014,BRECKINRIDGE,065,Breckinridge County,030,Ben Johnson Elementary School,065030,014065030,210072000139,GRREC,902,A1,16,4,25.00,2,12.50
20232024,014,BRECKINRIDGE,065,Breckinridge County,040,Custer Elementary School,065040,014065040,210072000140,GRREC,902,A1,12,2,16.70,4,33.30
20232024,014,BRECKINRIDGE,065,Breckinridge County,050,Irvington Elementary School,065050,014065050,210072000141,GRREC,902,A1,20,5,25.00,4,20.00
20232024,014,BRECKINRIDGE,065,Breckinridge County,100,Breckinridge County Middle School,065100,014065100,210072001304,GRREC,902,A1,35,10,28.60,1,2.90
20232024,015,BULLITT,071,Bullitt County,,All Schools,071000,,,OVEC,906,,694,109,15.70,38,5.50
20232024,015,BULLITT,071,Bullitt County,005,Bernheim Middle School,071005,015071005,210075000414,OVEC,906,A1,25,8,32.00,1,4.00
20232024,015,BULLITT,071,Bullitt County,006,Freedom Elementary School,071006,015071006,210075001958,OVEC,906,A1,28,7,25.00,5,17.90
20232024,015,BULLITT,071,Bullitt County,007,Zoneton Middle School,071007,015071007,210075001973,OVEC,906,A1,18,5,27.80,2,11.10
20232024,015,BULLITT,071,Bullitt County,008,Shepherdsville Elementary,071008,015071008,210075001974,OVEC,906,A1,23,5,21.70,3,13.00
20232024,015,BULLITT,071,Bullitt County,009,Eastside Middle School,071009,015071009,210075001975,OVEC,906,A1,36,5,13.90,0,0.00
20232024,015,BULLITT,071,Bullitt County,010,Brooks Elementary School,071010,015071010,210075000144,OVEC,906,A1,26,7,26.90,2,7.70
20232024,015,BULLITT,071,Bullitt County,015,Bullitt Central High School,071015,015071015,210075000145,OVEC,906,A1,73,9,12.30,6,8.20
20232024,015,BULLITT,071,Bullitt County,016,Bullitt East High School,071016,015071016,210075001409,OVEC,906,A1,80,10,12.50,1,1.30
20232024,015,BULLITT,071,Bullitt County,018,Bullitt Lick Middle School,071018,015071018,210075001410,OVEC,906,A1,27,7,25.90,1,3.70
20232024,015,BULLITT,071,Bullitt County,020,Cedar Grove Elementary,071020,015071020,210075000146,OVEC,906,A1,22,1,4.50,1,4.50
20232024,015,BULLITT,071,Bullitt County,025,Hebron Middle School,071025,015071025,210075000147,OVEC,906,A1,28,5,17.90,1,3.60
20232024,015,BULLITT,071,Bullitt County,030,Lebanon Junction Elementary,071030,015071030,210075000148,OVEC,906,A1,19,2,10.50,0,0.00
20232024,015,BULLITT,071,Bullitt County,032,Spring Meadows,071032,015071032,210075002169,OVEC,906,A6,3,0,0.00,1,33.30
20232024,015,BULLITT,071,Bullitt County,045,Maryville Elementary School,071045,015071045,210075000149,OVEC,906,A1,18,6,33.30,2,11.10
20232024,015,BULLITT,071,Bullitt County,050,MT. Washington Middle School,071050,015071050,210075000150,OVEC,906,A1,23,3,13.00,0,0.00
20232024,015,BULLITT,071,Bullitt County,055,MT. Washington Elementary,071055,015071055,210075000151,OVEC,906,A1,28,4,14.30,1,3.60
20232024,015,BULLITT,071,Bullitt County,060,Crossroads Elementary,071060,015071060,210075002286,OVEC,906,A1,25,3,12.00,1,4.00
20232024,015,BULLITT,071,Bullitt County,065,Pleasant Grove Elementary School,071065,015071065,210075001305,OVEC,906,A1,29,4,13.80,0,0.00
20232024,015,BULLITT,071,Bullitt County,070,Nichols Elementary,071070,015071070,210075000153,OVEC,906,A1,11,0,0.00,2,18.20
20232024,015,BULLITT,071,Bullitt County,075,North Bullitt High School,071075,015071075,210075000154,OVEC,906,A1,67,9,13.40,1,1.50
20232024,015,BULLITT,071,Bullitt County,078,Old Mill Elementary School,071078,015071078,210075001578,OVEC,906,A1,24,2,8.30,3,12.50
20232024,015,BULLITT,071,Bullitt County,080,Overdale Elementary School,071080,015071080,210075000155,OVEC,906,A1,18,2,11.10,3,16.70
20232024,015,BULLITT,071,Bullitt County,090,Roby Elementary School,071090,015071090,210075000156,OVEC,906,A1,22,4,18.20,1,4.50
20232024,015,BULLITT,071,Bullitt County,110,Riverview Opportunity Center,071110,015071110,210075000157,OVEC,906,A5,15,1,6.70,0,0.00
20232024,015,BULLITT,071,Bullitt County,120,Bullitt Alternative Center,071120,015071120,210075000929,OVEC,906,A6,6,0,0.00,0,0.00
20232024,084,MERCER,072,Burgin Independent,,All Schools,072000,,,CKEC,901,,34,3,8.80,0,0.00
20232024,084,MERCER,072,Burgin Independent,030,Burgin Independent School,072030,084072030,210078002407,CKEC,901,A1,34,3,8.80,0,0.00
20232024,016,BUTLER,075,Butler County,,All Schools,075000,,,GRREC,902,,138,25,18.10,7,5.10
20232024,016,BUTLER,075,Butler County,030,Butler County High School,075030,016075030,210081000160,GRREC,902,A1,45,7,15.60,3,6.70
20232024,016,BUTLER,075,Butler County,031,North Butler Elementary,075031,016075031,210081001976,GRREC,902,A1,24,3,12.50,1,4.20
20232024,016,BUTLER,075,Butler County,032,Butler County Learning Center,075032,016075032,210081001977,GRREC,902,A5,4,0,0.00,1,25.00
20232024,016,BUTLER,075,Butler County,035,Butler County Middle School,075035,016075035,210081001697,GRREC,902,A1,31,6,19.40,1,3.20
20232024,016,BUTLER,075,Butler County,120,Morgantown Elementary School,075120,016075120,210081000164,GRREC,902,A1,34,9,26.50,1,2.90
20232024,017,CALDWELL,081,Caldwell County,,All Schools,081000,,,WKEC,908,,116,10,8.60,3,2.60
20232024,017,CALDWELL,081,Caldwell County,010,Caldwell County High School,081010,017081010,210084000166,WKEC,908,A1,36,4,11.10,1,2.80
20232024,017,CALDWELL,081,Caldwell County,020,Caldwell County Middle School,081020,017081020,210084000167,WKEC,908,A1,27,4,14.80,0,0.00
20232024,017,CALDWELL,081,Caldwell County,030,Caldwell County Primary School,081030,017081030,210084001660,WKEC,908,A1,29,0,0.00,1,3.40
20232024,017,CALDWELL,081,Caldwell County,070,Caldwell County Elementary School,081070,017081070,210084000170,WKEC,908,A1,24,2,8.30,1,4.20
20232024,018,CALLOWAY,085,Calloway County,,All Schools,085000,,,WKEC,908,,173,26,15.00,4,2.30
